rule_id,rule_version_id,risky_text,safe_text,regulatory_score,advertising_score,derived_from_keyword_id,legal_basis_doc,legal_basis_article,created_at
7439c04a-7ada-477e-8beb-9aad3bfbfdec,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨 검사,당뇨 자가 측정,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
2ab7ec1e-9a43-4c55-8bef-bc6c07757911,ee8da273-7f54-437c-a5cd-b829b327fcfa,당뇨병 검사,당뇨병 자가 측정,2,0,923d2956-cc31-4d28-921b-d159195ec051,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
cadd21cd-1791-4dc8-b66d-a945f6ed795f,ee8da273-7f54-437c-a5cd-b829b327fcfa,심장질환 검사,심장질환 자가 측정,2,0,99d4a178-e18e-493f-ba7c-d7601e12a5a5,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
212c9fb3-fd01-438f-8936-496c44b363aa,ee8da273-7f54-437c-a5cd-b829b327fcfa,고지혈증 검사,고지혈증 자가 측정,2,0,a3a89385-e419-4bd5-87c2-cb6042306353,kr-mfds-wellness-0091-03-20260212,IV.1.가,2026-08-14 04:04:59.997176+00:00
5e846e34-6401-48cb-aec6-1946362310e4,ee8da273-7f54-437c-a5cd-b829b327fcfa,질병의 진단,질환 확인,2,0,b0f027d6-2bba-4eb3-a171-420c7e4b7a22,kr-mohw-nonmedical-health-guide-202209,II.3,2026-08-14 04:04:59.997176+00:00
27f073a6-5dad-4212-9b9d-d29ba94b8249,ee8da273-7f54-437c-a5cd-b829b327fcfa,처방 질환,건강 상태 확인,3,0,04d43b30-9695-4378-b3cf-c26c7dbdc09c,kr-mohw-nonmedical-health-guide-202209,II.19,2026-08-14 04:04:59.997176+00:00
df97fd56-7d31-4a2e-ad9c-1114cca80ee9,ee8da273-7f54-437c-a5cd-b829b327fcfa,체중감량 의약품 복용 제시,체중감량을 위한 건강한 식습관 안내,2,0,95426919-7d67-4e49-b6de-9aa53e5b6459,kr-mohw-nonmedical-health-guide-202209,III.2,2026-08-14 04:04:59.997176+00:00
71e11faa-be60-4118-af3f-9b4b0d3e8d94,ee8da273-7f54-437c-a5cd-b829b327fcfa,질환치료를 위한 전문의약품의 처방,건강 관리에 필요한 약물 안내,3,0,04d43b30-9695-4378-b3cf-c26c7dbdc09c,kr-mohw-nonmedical-health-guide-202209,II.3,2026-08-14 04:04:59.997176+00:00
4f5ee43b-290e-4701-86ea-3e8715cc2f8f,ee8da273-7f54-437c-a5cd-b829b327fcfa,비만 의약품 복용 제시,비만 관리 방법 안내,2,0,6cebd629-f05c-4766-accc-7daf19fb35e6,kr-mohw-nonmedical-health-guide-202209,III.2,2026-08-14 04:04:59.997176+00:00
fac82c15-c444-444f-b908-40018c924be1,ee8da273-7f54-437c-a5cd-b829b327fcfa,혈당 수치를 점검,혈당 변화 확인,1,0,75c1e149-ac42-4f29-96b0-0901ad13d728,kr-mohw-nonmedical-health-guide-202209,III.3,2026-08-14 04:04:59.997176+00:00
849cbf96-e2e2-4e43-9088-809049ae75fa,ee8da273-7f54-437c-a5cd-b829b327fcfa,대사증후군 개선,대사증후군 관리,2,2,e19264a2-7612-4e6c-99c8-b6df812ad216,kr-mohw-nonmedical-health-guide-202209,III.5,2026-08-14 04:04:59.997176+00:00
